the_geom,cartodb_id,orderid,name,alias,details
,66,66,mpv_u6me,"Males under 6 years in Poverty; margin of error",
,67,67,mpv_u18,Males under 18 years in Poverty,
,68,68,mpv_u18me,"Males under 18 years in Poverty; margin of error",
,69,69,mpv1824,Males 18-24 years in Poverty,
,70,70,mpv1824me,"Males 18-24 years in Poverty; margin of error",
,71,71,mpv2534,Males 25-34 years in Poverty,
,72,72,mpv2534me,"Males 25-34 years in Poverty; margin of error",
,73,73,mpv3544,Males 35-44 years in Poverty,
,74,74,mpv3544me,"Males 35-44 years in Poverty; margin of error",
,75,75,mpv4554,Males 45-54 years in Poverty,
,76,76,mpv4554me,"Males 45-54 years in Poverty; margin of error",
,77,77,mpv5564,Males 55-64 years in Poverty,
,78,78,mpv5564me,"Males 55-64 years in Poverty; margin of error",
,79,79,mpv2564,Males 25-64 years in Poverty,
,80,80,mpv2564me,"Males 25-64 years in Poverty; margin of error",
,81,81,mpv_65o,Males 65 years and over in Poverty,
,82,82,mpv_65ome,"Males 65 years and over in Poverty; margin of error",
,83,83,pov_p,% Population in Poverty,
,84,84,pov_mep,"% Population in Poverty; margin of error",
,85,85,pov_u6_p,% Population under 6 years in Poverty,
,86,86,pov_u6mep,"% Population under 6 years in Poverty; margin of error",
,87,87,pov_u18_p,% Population under 18 years in Poverty,
,88,88,pov_u18mep,"% Population under 18 years in Poverty; margin of error",
,89,89,pov1824_p,% Population 18-24 years in Poverty,
,90,90,pov1824mep,"% Population 18-24 years in Poverty; margin of error",
,91,91,pov2534_p,% Population 25-34 years in Poverty,
,92,92,pov2534mep,"% Population 25-34 years in Poverty; margin of error",
,93,93,pov3544_p,% Population 35-44 years in Poverty,
,94,94,pov3544mep,"% Population 35-44 years in Poverty; margin of error",
,95,95,pov4554_p,% Population 45-54 years in Poverty,
,96,96,pov4554mep,"% Population 45-54 years in Poverty; margin of error",
,97,97,pov5564_p,% Population 55-64 years in Poverty,
,98,98,pov5564mep,"% Population 55-64 years in Poverty; margin of error",
,99,99,pov2564_p,% Population 25-64 years in Poverty,
,100,100,pov2564mep,"% Population 25-64 years in Poverty; margin of error",
,101,101,pov_65o_p,% Population 65 years and over in Poverty,
,102,102,pov_65omep,"% Population 65 years and over in Poverty; margin of error",
,103,103,fpv_p,% Females in Poverty,
,104,104,fpv_mep,"% Females in Poverty; margin of error",
,105,105,fpv_u6_p,% Females under 6 years in Poverty,
,106,106,fpv_u6mep,"% Females under 6 years in Poverty; margin of error",
,107,107,fpv_u18_p,% Females under 18 years in Poverty,
,108,108,fpv_u18mep,"% Females under 18 years in Poverty; margin of error",
,109,109,fpv1824_p,% Females 18-24 years in Poverty,
,110,110,fpv1824mep,"% Females 18-24 years in Poverty; margin of error",
,111,111,fpv2534_p,% Females 25-34 years in Poverty,
,112,112,fpv2534mep,"% Females 25-34 years in Poverty; margin of error",
,113,113,fpv3544_p,% Females 35-44 years in Poverty,
,114,114,fpv3544mep,"% Females 35-44 years in Poverty; margin of error",
,115,115,fpv4554_p,% Females 45-54 years in Poverty,
,116,116,fpv4554mep,"% Females 45-54 years in Poverty; margin of error",
,117,117,fpv5564_p,% Females 55-64 years in Poverty,
,118,118,fpv5564mep,"% Females 55-64 years in Poverty; margin of error",
,119,119,fpv2564_p,% Females 25-64 years in Poverty,
,120,120,fpv2564mep,"% Females 25-64 years in Poverty; margin of error",
,121,121,fpv_65o_p,% Females 65 years and over in Poverty,
,122,122,fpv_65omep,"% Females 65 years and over in Poverty; margin of error",
,123,123,mpv_p,% Males in Poverty,
,124,124,mpv_mep,"% Males in Poverty; margin of error",
,125,125,mpv_u6_p,% Males under 6 years in Poverty,
,126,126,mpv_u6mep,"% Males under 6 years in Poverty; margin of error",
,127,127,mpv_u18_p,% Males under 18 years in Poverty,
,128,128,mpv_u18mep,"% Males under 18 years in Poverty; margin of error",
,129,129,mpv1824_p,% Males 18-24 years in Poverty,
,130,130,mpv1824mep,"% Males 18-24 years in Poverty; margin of error",
,131,131,mpv2534_p,% Males 25-34 years in Poverty,
,132,132,mpv2534mep,"% Males 25-34 years in Poverty; margin of error",
,133,133,mpv3544_p,% Males 35-44 years in Poverty,
,134,134,mpv3544mep,"% Males 35-44 years in Poverty; margin of error",
,135,135,mpv4554_p,% Males 45-54 years in Poverty,
,136,136,mpv4554mep,"% Males 45-54 years in Poverty; margin of error",
,137,137,mpv5564_p,% Males 55-64 years in Poverty,
,138,138,mpv5564mep,"% Males 55-64 years in Poverty; margin of error",
,139,139,mpv2564_p,% Males 25-64 years in Poverty,
,140,140,mpv2564mep,"% Males 25-64 years in Poverty; margin of error",
,141,141,mpv_65o_p,% Males 65 years and over in Poverty,
,142,142,mpv_65omep,"% Males 65 years and over in Poverty; margin of error",
,143,143,join_key,Geographic Identifier,muni_id
,144,144,title,Title,Poverty by Age and Gender
,145,145,alt_title,Alternate Title,
,146,146,tbl_table,Table Name,b17001_poverty_by_age_gender_acs_m
,147,147,tbl_num,Table number from source data,b17001
,148,148,geography,Spatial Geography,Municipalities
,149,149,descriptn,Description,Poverty status in the past 12 months by gender by age
,150,150,datesavail,Dates Available,5yr Avg 2005-09 through 2011-15
,151,151,coverage,Coverage,Statewide
,152,152,universe,Universe,Population for whom poverty status is determined
,153,153,creator,Creator/Source,US Census: American Community Survey
,154,154,publisher,Publisher,MAPC
,155,155,contributr,Contributors,
,156,156,createdate,CreationDate,
,157,157,moddate,ModificationDate,2016-12
,158,158,muni_id,Municipal ID,
,159,159,municipal,Municipality,
,160,160,geoid,Census Geographic Level ID,
,161,161,logrecno,Census Logical Record Number,
,162,162,acs_year,ACS Years,
,163,163,pop,Population for whom poverty status is determined,
,164,164,pop_me,"Population for whom poverty status is determined; margin of error",
,165,165,povpop,Population in Poverty,
,166,166,povpop_me,"Population in Poverty; margin of error",
,167,167,pov_u6,Population under 6 years in Poverty,
,168,168,pov_u6me,"Population under 6 years in Poverty; margin of error",
,169,169,pov_u18,Population under 18 years in Poverty,
,170,170,pov_u18me,"Population under 18 years in Poverty; margin of error",
,171,171,pov1824,Population 18-24 years in Poverty,
,172,172,pov1824me,"Population 18-24 years in Poverty; margin of error",
,173,173,pov2534,Population 25-34 years in Poverty,
,174,174,pov2534me,"Population 25-34 years in Poverty; margin of error",
,175,175,pov3544,Population 35-44 years in Poverty,
,176,176,pov3544me,"Population 35-44 years in Poverty; margin of error",
,177,177,pov4554,Population 45-54 years in Poverty,
,178,178,pov4554me,"Population 45-54 years in Poverty; margin of error",
,179,179,pov5564,Population 55-64 years in Poverty,
,180,180,pov5564me,"Population 55-64 years in Poverty; margin of error",
,181,181,pov2564,Population 25-64 years in Poverty,
,182,182,pov2564me,"Population 25-64 years in Poverty; margin of error",
,183,183,pov_65o,Population 65 years and over in Poverty,
,184,184,pov_65ome,"Population 65 years and over in Poverty; margin of error",
,185,185,fpv,Females in Poverty,
,186,186,fpv_me,"Females in Poverty; margin of error",
,187,187,fpv_u6,Females under 6 years in Poverty,
,188,188,fpv_u6me,"Females under 6 years in Poverty; margin of error",
,189,189,fpv_u18,Females under 18 years in Poverty,
,190,190,fpv_u18me,"Females under 18 years in Poverty; margin of error",
,191,191,fpv1824,Females 18-24 years in Poverty,
,192,192,fpv1824me,"Females 18-24 years in Poverty; margin of error",
,193,193,fpv2534,Females 25-34 years in Poverty,
,194,194,fpv2534me,"Females 25-34 years in Poverty; margin of error",
,195,195,fpv3544,Females 35-44 years in Poverty,
,196,196,fpv3544me,"Females 35-44 years in Poverty; margin of error",
,197,197,fpv4554,Females 45-54 years in Poverty,
,198,198,fpv4554me,"Females 45-54 years in Poverty; margin of error",
,199,199,fpv5564,Females 55-64 years in Poverty,
,200,200,fpv5564me,"Females 55-64 years in Poverty; margin of error",
,201,201,fpv2564,Females 25-64 years in Poverty,
,202,202,fpv2564me,"Females 25-64 years in Poverty; margin of error",
,203,203,fpv_65o,Females 65 years and over in Poverty,
,204,204,fpv_65ome,"Females 65 years and over in Poverty; margin of error",
,205,205,mpv,Males in Poverty,
,206,206,mpv_me,"Males in Poverty; margin of error",
,207,207,mpv_u6,Males under 6 years in Poverty,
,208,208,mpv_u6me,"Males under 6 years in Poverty; margin of error",
,209,209,mpv_u18,Males under 18 years in Poverty,
,210,210,mpv_u18me,"Males under 18 years in Poverty; margin of error",
,211,211,mpv1824,Males 18-24 years in Poverty,
,212,212,mpv1824me,"Males 18-24 years in Poverty; margin of error",
,213,213,mpv2534,Males 25-34 years in Poverty,
,214,214,mpv2534me,"Males 25-34 years in Poverty; margin of error",
,215,215,mpv3544,Males 35-44 years in Poverty,
,216,216,mpv3544me,"Males 35-44 years in Poverty; margin of error",
,217,217,mpv4554,Males 45-54 years in Poverty,
,218,218,mpv4554me,"Males 45-54 years in Poverty; margin of error",
,219,219,mpv5564,Males 55-64 years in Poverty,
,220,220,mpv5564me,"Males 55-64 years in Poverty; margin of error",
,221,221,mpv2564,Males 25-64 years in Poverty,
,222,222,mpv2564me,"Males 25-64 years in Poverty; margin of error",
,223,223,mpv_65o,Males 65 years and over in Poverty,
,224,224,mpv_65ome,"Males 65 years and over in Poverty; margin of error",
,225,225,pov_p,% Population in Poverty,
,226,226,pov_mep,"% Population in Poverty; margin of error",
,227,227,pov_u6_p,% Population under 6 years in Poverty,
,228,228,pov_u6mep,"% Population under 6 years in Poverty; margin of error",
,229,229,pov_u18_p,% Population under 18 years in Poverty,
,230,230,pov_u18mep,"% Population under 18 years in Poverty; margin of error",
,231,231,pov1824_p,% Population 18-24 years in Poverty,
,232,232,pov1824mep,"% Population 18-24 years in Poverty; margin of error",
,233,233,pov2534_p,% Population 25-34 years in Poverty,
,234,234,pov2534mep,"% Population 25-34 years in Poverty; margin of error",
,235,235,pov3544_p,% Population 35-44 years in Poverty,
,236,236,pov3544mep,"% Population 35-44 years in Poverty; margin of error",
,237,237,pov4554_p,% Population 45-54 years in Poverty,
,238,238,pov4554mep,"% Population 45-54 years in Poverty; margin of error",
,239,239,pov5564_p,% Population 55-64 years in Poverty,
,240,240,pov5564mep,"% Population 55-64 years in Poverty; margin of error",
,241,241,pov2564_p,% Population 25-64 years in Poverty,
,242,242,pov2564mep,"% Population 25-64 years in Poverty; margin of error",
,243,243,pov_65o_p,% Population 65 years and over in Poverty,
,244,244,pov_65omep,"% Population 65 years and over in Poverty; margin of error",
,245,245,fpv_p,% Females in Poverty,
,246,246,fpv_mep,"% Females in Poverty; margin of error",
,247,247,fpv_u6_p,% Females under 6 years in Poverty,
,248,248,fpv_u6mep,"% Females under 6 years in Poverty; margin of error",
,249,249,fpv_u18_p,% Females under 18 years in Poverty,
,250,250,fpv_u18mep,"% Females under 18 years in Poverty; margin of error",
,251,251,fpv1824_p,% Females 18-24 years in Poverty,
,252,252,fpv1824mep,"% Females 18-24 years in Poverty; margin of error",
,253,253,fpv2534_p,% Females 25-34 years in Poverty,
,254,254,fpv2534mep,"% Females 25-34 years in Poverty; margin of error",
,255,255,fpv3544_p,% Females 35-44 years in Poverty,
,256,256,fpv3544mep,"% Females 35-44 years in Poverty; margin of error",
,257,257,fpv4554_p,% Females 45-54 years in Poverty,
,258,258,fpv4554mep,"% Females 45-54 years in Poverty; margin of error",
,259,259,fpv5564_p,% Females 55-64 years in Poverty,
,260,260,fpv5564mep,"% Females 55-64 years in Poverty; margin of error",
,261,261,fpv2564_p,% Females 25-64 years in Poverty,
,262,262,fpv2564mep,"% Females 25-64 years in Poverty; margin of error",
,263,263,fpv_65o_p,% Females 65 years and over in Poverty,
,264,264,fpv_65omep,"% Females 65 years and over in Poverty; margin of error",
,265,265,mpv_p,% Males in Poverty,
,266,266,mpv_mep,"% Males in Poverty; margin of error",
,267,267,mpv_u6_p,% Males under 6 years in Poverty,
,268,268,mpv_u6mep,"% Males under 6 years in Poverty; margin of error",
,269,269,mpv_u18_p,% Males under 18 years in Poverty,
,270,270,mpv_u18mep,"% Males under 18 years in Poverty; margin of error",
,271,271,mpv1824_p,% Males 18-24 years in Poverty,
,272,272,mpv1824mep,"% Males 18-24 years in Poverty; margin of error",
,273,273,mpv2534_p,% Males 25-34 years in Poverty,
,274,274,mpv2534mep,"% Males 25-34 years in Poverty; margin of error",
,275,275,mpv3544_p,% Males 35-44 years in Poverty,
,276,276,mpv3544mep,"% Males 35-44 years in Poverty; margin of error",
,277,277,mpv4554_p,% Males 45-54 years in Poverty,
,278,278,mpv4554mep,"% Males 45-54 years in Poverty; margin of error",
,279,279,mpv5564_p,% Males 55-64 years in Poverty,
,280,280,mpv5564mep,"% Males 55-64 years in Poverty; margin of error",
,281,281,mpv2564_p,% Males 25-64 years in Poverty,
,282,282,mpv2564mep,"% Males 25-64 years in Poverty; margin of error",
,283,283,mpv_65o_p,% Males 65 years and over in Poverty,
,284,284,mpv_65omep,"% Males 65 years and over in Poverty; margin of error",
