the_geom,cartodb_id,orderid,name,alias,details
,161,161,aa65lfmep,"% Black 65+ Years in Labor Force; Margin of Error",
,162,162,aa65e_p,% Black Employed Population 65+ Years,
,163,163,aa65e_mep,"% Black Employed Population 65+ Years; Margin of Error",
,164,164,aa65ue_p,% Black Unemployed Population 65+ Years,
,165,165,aa65uemep,"% Black Unemployed Population 65+ Years; Margin of Error",
,166,166,aa65nlf_p,% Black Population 65+ Years Not in the Labor Force,
,167,167,aa65nlfmp,"% Black Population 65+ Years Not in the Labor Force; Margin of Error",
,168,168,na16,American Indian population 16 years and over,
,169,169,na16_me,"American Indian population 16 years and over; Margin of Error",
,170,170,nalf,American Indian Labor Force,
,172,172,naclf,American Indian Civilian Labor Force,
,173,173,naclfme,"American Indian Civilian Labor Force; Margin of Error",
,174,174,naemp,American Indian Employed Population,
,175,175,naempme,"American Indian Employed Population; Margin of Error",
,176,176,naue,American Indian Unemployed Population,
,177,177,naueme,"American Indian Unemployed Population; Margin of Error",
,178,178,naaf,American Indian Armed Forces Population,
,179,179,naafme,"American Indian Armed Forces Population; Margin of Error",
,180,180,nanlf,American Indian Population Not in the Labor Force,
,181,181,nanlfme,"American Indian Population Not in the Labor Force; Margin of Error",
,182,182,na1664,American Indian Population 16-64 Years,
,183,183,na1664me,"American Indian Population 16-64 Years; Margin of Error",
,184,184,na64lf,American Indian 16-64 Years in Labor Force,
,185,185,na64lfme,"American Indian 16-64 Years in Labor Force; Margin of Error",
,186,186,na64clf,American Indian 16-64 Years Civilian Labor Force,
,187,187,na64clfm,"American Indian 16-64 Years Civilian Labor Force; Margin of Error",
,188,188,na64e,American Indian Employed Population 16-64 Years,
,189,189,na64e_me,"American Indian Employed Population 16-64 Years; Margin of Error",
,190,190,na64ue,American Indian Unemployed Population 16-64 Years,
,191,191,na64ueme,"American Indian Unemployed Population 16-64 Years; Margin of Error",
,192,192,na64af,American Indian Armed Forces Population 16-64 Years,
,193,193,na64afme,"American Indian Armed Forces Population 16-64 Years; Margin of Error",
,194,194,na64nlf,American Indian Population 16-64 Years Not in the Labor Force,
,195,195,na64nlfm,"American Indian Population 16-64 Years Not in the Labor Force; Margin of Error",
,196,196,na65o,American Indian Population 65+ Years,
,197,197,na65ome,"American Indian Population 65+ Years; Margin of Error",
,198,198,na65lf,American Indian 65+ Years in Labor Force,
,199,199,na65lfme,"American Indian 65+ Years in Labor Force; Margin of Error",
,200,200,na65e,American Indian Employed Population 65+ Years,
,201,201,na65e_me,"American Indian Employed Population 65+ Years; Margin of Error",
,202,202,na65ue,American Indian Unemployed Population 65+ Years,
,203,203,na65ue_me,"American Indian Unemployed Population 65+ Years; Margin of Error",
,204,204,na65nlf,American Indian Population 65+ Years Not in the Labor Force,
,205,205,na65nlfm,"American Indian Population 65+ Years Not in the Labor Force; Margin of Error",
,206,206,nalf_p,% American Indian Labor Force,
,207,207,nalfmep,"% American Indian Labor Force; Margin of Error",
,208,208,naclf_p,% American Indian Civilian Labor Force,
,209,209,naclfmep,"% American Indian Civilian Labor Force; Margin of Error",
,210,210,naemp_p,% American Indian Employed Population,
,211,211,naempmep,"% American Indian Employed Population; Margin of Error",
,212,212,naue_p,% American Indian Unemployed Population,
,213,213,nauemep,"% American Indian Unemployed Population; Margin of Error",
,214,214,naaf_p,% American Indian Armed Forces Population,
,215,215,naafmep,"% American Indian Armed Forces Population; Margin of Error",
,216,216,nanlf_p,% American Indian Population Not in the Labor Force,
,217,217,nanlfmep,"% American Indian Population Not in the Labor Force; Margin of Error",
,218,218,na64_p,% American Indian Population 16-64 Years,
,219,219,na64mep,"% American Indian Population 16-64 Years; Margin of Error",
,220,220,na64lf_p,% American Indian 16-64 Years in Labor Force,
,221,221,na64lfmep,"% American Indian 16-64 Years in Labor Force; Margin of Error",
,222,222,na64clf_p,% American Indian 16-64 Years Civilian Labor Force,
,223,223,na64clfmp,"% American Indian 16-64 Years Civilian Labor Force; Margin of Error",
,224,224,na1664_p,% American Indian Employed Population 16-64 Years,
,225,225,na1664mep,"% American Indian Employed Population 16-64 Years; Margin of Error",
,226,226,na64ue_p,% American Indian Unemployed Population 16-64 Years,
,227,227,na64uemep,"% American Indian Unemployed Population 16-64 Years; Margin of Error",
,228,228,na64af_p,% American Indian Armed Forces Population 16-64 Years,
,229,229,na64afmep,"% American Indian Armed Forces Population 16-64 Years; Margin of Error",
,230,230,na64nlf_p,% American Indian Population 16-64 Years Not in the Labor Force,
,231,231,na64nlfmp,"% American Indian Population 16-64 Years Not in the Labor Force; Margin of Error",
,232,232,na65_p,% American Indian Population 65+ Years,
,233,233,na65mep,"% American Indian Population 65+ Years; Margin of Error",
,234,234,na65lf_p,% American Indian 65+ Years in Labor Force,
,235,235,na65lfmep,"% American Indian 65+ Years in Labor Force; Margin of Error",
,236,236,na65e_p,% American Indian Employed Population 65+ Years,
,237,237,na65e_mep,"% American Indian Employed Population 65+ Years; Margin of Error",
,238,238,na65ue_p,% American Indian Unemployed Population 65+ Years,
,239,239,na65uemep,"% American Indian Unemployed Population 65+ Years; Margin of Error",
,240,240,na65nlf_p,% American Indian Population 65+ Years Not in the Labor Force,
,241,241,na65nlfmp,"% American Indian Population 65+ Years Not in the Labor Force; Margin of Error",
,242,242,as16,Asian population 16 years and over,
,243,243,as16_me,"Asian population 16 years and over; Margin of Error",
,244,244,aslf,Asian Labor Force,
,245,245,aslfme,"Asian Labor Force; Margin of Error",
,246,246,asclf,Asian Civilian Labor Force,
,247,247,asclfme,"Asian Civilian Labor Force; Margin of Error",
,248,248,asemp,Asian Employed Population,
,249,249,asempme,"Asian Employed Population; Margin of Error",
,250,250,asue,Asian Unemployed Population,
,251,251,asueme,"Asian Unemployed Population; Margin of Error",
,252,252,asaf,Asian Armed Forces Population,
,253,253,asafme,"Asian Armed Forces Population; Margin of Error",
,254,254,asnlf,Asian Population Not in the Labor Force,
,255,255,asnlfme,"Asian Population Not in the Labor Force; Margin of Error",
,256,256,as1664,Asian Population 16-64 Years,
,257,257,as1664me,"Asian Population 16-64 Years; Margin of Error",
,258,258,as64lf,Asian 16-64 Years in Labor Force,
,259,259,as64lfme,"Asian 16-64 Years in Labor Force; Margin of Error",
,260,260,as64clf,Asian 16-64 Years Civilian Labor Force,
,261,261,as64clfm,"Asian 16-64 Years Civilian Labor Force; Margin of Error",
,262,262,as64e,Asian Employed Population 16-64 Years,
,263,263,as64e_me,"Asian Employed Population 16-64 Years; Margin of Error",
,264,264,as64ue,Asian Unemployed Population 16-64 Years,
,265,265,as64ueme,"Asian Unemployed Population 16-64 Years; Margin of Error",
,266,266,as64af,Asian Armed Forces Population 16-64 Years,
,267,267,as64afme,"Asian Armed Forces Population 16-64 Years; Margin of Error",
,268,268,as64nlf,Asian Population 16-64 Years Not in the Labor Force,
,269,269,as64nlfm,"Asian Population 16-64 Years Not in the Labor Force; Margin of Error",
,270,270,as65o,Asian Population 65+ Years,
,271,271,as65ome,"Asian Population 65+ Years; Margin of Error",
,272,272,as65lf,Asian 65+ Years in Labor Force,
,273,273,as65lfme,"Asian 65+ Years in Labor Force; Margin of Error",
,274,274,as65e,Asian Employed Population 65+ Years,
,275,275,as65e_me,"Asian Employed Population 65+ Years; Margin of Error",
,276,276,as65ue,Asian Unemployed Population 65+ Years,
,277,277,as65ue_me,"Asian Unemployed Population 65+ Years; Margin of Error",
,278,278,as65nlf,Asian Population 65+ Years Not in the Labor Force,
,279,279,as65nlfm,"Asian Population 65+ Years Not in the Labor Force; Margin of Error",
,280,280,aslf_p,% Asian Labor Force,
,281,281,aslfmep,"% Asian Labor Force; Margin of Error",
,282,282,asclf_p,% Asian Civilian Labor Force,
,283,283,asclfmep,"% Asian Civilian Labor Force; Margin of Error",
,284,284,asemp_p,% Asian Employed Population,
,285,285,asempmep,"% Asian Employed Population; Margin of Error",
,286,286,asue_p,% Asian Unemployed Population,
,287,287,asuemep,"% Asian Unemployed Population; Margin of Error",
,288,288,asaf_p,% Asian Armed Forces Population,
,289,289,asafmep,"% Asian Armed Forces Population; Margin of Error",
,290,290,asnlf_p,% Asian Population Not in the Labor Force,
,291,291,asnlfmep,"% Asian Population Not in the Labor Force; Margin of Error",
,292,292,as64_p,% Asian Population 16-64 Years,
,293,293,as64mep,"% Asian Population 16-64 Years; Margin of Error",
,294,294,as64lf_p,% Asian 16-64 Years in Labor Force,
,295,295,as64lfmep,"% Asian 16-64 Years in Labor Force; Margin of Error",
,296,296,as64clf_p,% Asian 16-64 Years Civilian Labor Force,
,297,297,as64clfmp,"% Asian 16-64 Years Civilian Labor Force; Margin of Error",
,298,298,as1664_p,% Asian Employed Population 16-64 Years,
,299,299,as1664mep,"% Asian Employed Population 16-64 Years; Margin of Error",
,300,300,as64ue_p,% Asian Unemployed Population 16-64 Years,
,301,301,as64uemep,"% Asian Unemployed Population 16-64 Years; Margin of Error",
,302,302,as64af_p,% Asian Armed Forces Population 16-64 Years,
,303,303,as64afmep,"% Asian Armed Forces Population 16-64 Years; Margin of Error",
,304,304,as64nlf_p,% Asian Population 16-64 Years Not in the Labor Force,
,305,305,as64nlfmp,"% Asian Population 16-64 Years Not in the Labor Force; Margin of Error",
,306,306,as65_p,% Asian Population 65+ Years,
,307,307,as65mep,"% Asian Population 65+ Years; Margin of Error",
,308,308,as65lf_p,% Asian 65+ Years in Labor Force,
,309,309,as65lfmep,"% Asian 65+ Years in Labor Force; Margin of Error",
,310,310,as65e_p,% Asian Employed Population 65+ Years,
,311,311,as65e_mep,"% Asian Employed Population 65+ Years; Margin of Error",
,312,312,as65ue_p,% Asian Unemployed Population 65+ Years,
,313,313,as65uemep,"% Asian Unemployed Population 65+ Years; Margin of Error",
,314,314,as65nlf_p,% Asian Population 65+ Years Not in the Labor Force,
,315,315,as65nlfmp,"% Asian Population 65+ Years Not in the Labor Force; Margin of Error",
,316,316,pi16,Pacific Islander population 16 years and over,
,317,317,pi16_me,"Pacific Islander population 16 years and over; Margin of Error",
,318,318,pilf,Pacific Islander Labor Force,
,319,319,pilfme,"Pacific Islander Labor Force; Margin of Error",
,320,320,piclf,Pacific Islander Civilian Labor Force,
,321,321,piclfme,"Pacific Islander Civilian Labor Force; Margin of Error",
,322,322,piemp,Pacific Islander Employed Population,
,323,323,piempme,"Pacific Islander Employed Population; Margin of Error",
,324,324,piue,Pacific Islander Unemployed Population,
,325,325,piueme,"Pacific Islander Unemployed Population; Margin of Error",
,326,326,piaf,Pacific Islander Armed Forces Population,
,327,327,piafme,"Pacific Islander Armed Forces Population; Margin of Error",
,328,328,pinlf,Pacific Islander Population Not in the Labor Force,
,329,329,pinlfme,"Pacific Islander Population Not in the Labor Force; Margin of Error",
,330,330,pi1664,Pacific Islander Population 16-64 Years,
,331,331,pi1664me,"Pacific Islander Population 16-64 Years; Margin of Error",
,332,332,pi64lf,Pacific Islander 16-64 Years in Labor Force,
,490,488,mlt64af,Multi-Race Armed Forces Population 16-64 Years,
,333,333,pi64lfme,"Pacific Islander 16-64 Years in Labor Force; Margin of Error",
,334,334,pi64clf,Pacific Islander 16-64 Years Civilian Labor Force,
,335,335,pi64clfm,"Pacific Islander 16-64 Years Civilian Labor Force; Margin of Error",
,336,336,pi64e,Pacific Islander Employed Population 16-64 Years,
,337,337,pi64e_me,"Pacific Islander Employed Population 16-64 Years; Margin of Error",
,338,338,pi64ue,Pacific Islander Unemployed Population 16-64 Years,
,339,339,pi64ueme,"Pacific Islander Unemployed Population 16-64 Years; Margin of Error",
,340,340,pi64af,Pacific Islander Armed Forces Population 16-64 Years,
,341,341,pi64afme,"Pacific Islander Armed Forces Population 16-64 Years; Margin of Error",
,342,342,pi64nlf,Pacific Islander Population 16-64 Years Not in the Labor Force,
,343,343,pi64nlfm,"Pacific Islander Population 16-64 Years Not in the Labor Force; Margin of Error",
,344,344,pi65o,Pacific Islander Population 65+ Years,
,345,345,pi65ome,"Pacific Islander Population 65+ Years; Margin of Error",
,346,346,pi65lf,Pacific Islander 65+ Years in Labor Force,
,347,347,pi65lfme,"Pacific Islander 65+ Years in Labor Force; Margin of Error",
,348,348,pi65e,Pacific Islander Employed Population 65+ Years,
,349,349,pi65e_me,"Pacific Islander Employed Population 65+ Years; Margin of Error",
,350,350,pi65ue,Pacific Islander Unemployed Population 65+ Years,
,351,351,pi65ue_me,"Pacific Islander Unemployed Population 65+ Years; Margin of Error",
,352,352,pi65nlf,Pacific Islander Population 65+ Years Not in the Labor Force,
,353,353,pi65nlfm,"Pacific Islander Population 65+ Years Not in the Labor Force; Margin of Error",
,354,354,pilf_p,% Pacific Islander Labor Force,
,355,355,pilfmep,"% Pacific Islander Labor Force; Margin of Error",
,356,356,piclf_p,% Pacific Islander Civilian Labor Force,
,357,357,piclfmep,"% Pacific Islander Civilian Labor Force; Margin of Error",
,358,358,piemp_p,% Pacific Islander Employed Population,
,359,359,piempmep,"% Pacific Islander Employed Population; Margin of Error",
,360,701,ct10_id,Census 2010 Tract ID,
,361,360,piue_p,% Pacific Islander Unemployed Population,
,362,361,piuemep,"% Pacific Islander Unemployed Population; Margin of Error",
,363,362,piaf_p,% Pacific Islander Armed Forces Population,
,364,363,piafmep,"% Pacific Islander Armed Forces Population; Margin of Error",
,365,364,pinlf_p,% Pacific Islander Population Not in the Labor Force,
,366,365,pinlfmep,"% Pacific Islander Population Not in the Labor Force; Margin of Error",
,367,366,pi64_p,% Pacific Islander Population 16-64 Years,
,368,367,pi64mep,"% Pacific Islander Population 16-64 Years; Margin of Error",
,369,368,pi64lf_p,% Pacific Islander 16-64 Years in Labor Force,
,370,369,pi64lfmep,"% Pacific Islander 16-64 Years in Labor Force; Margin of Error",
,371,370,pi64clf_p,% Pacific Islander 16-64 Years Civilian Labor Force,
,372,371,pi64clfmp,"% Pacific Islander 16-64 Years Civilian Labor Force; Margin of Error",
,373,372,pi1664_p,% Pacific Islander Employed Population 16-64 Years,
,374,373,pi1664mep,"% Pacific Islander Employed Population 16-64 Years; Margin of Error",
,375,374,pi64ue_p,% Pacific Islander Unemployed Population 16-64 Years,
,376,375,pi64uemep,"% Pacific Islander Unemployed Population 16-64 Years; Margin of Error",
,377,376,pi64af_p,% Pacific Islander Armed Forces Population 16-64 Years,
,378,377,pi64afmep,"% Pacific Islander Armed Forces Population 16-64 Years; Margin of Error",
,379,378,pi64nlf_p,% Pacific Islander Population 16-64 Years Not in the Labor Force,
,380,379,pi64nlfmp,"% Pacific Islander Population 16-64 Years Not in the Labor Force; Margin of Error",
,381,380,pi65_p,% Pacific Islander Population 65+ Years,
,382,381,pi65mep,"% Pacific Islander Population 65+ Years; Margin of Error",
,383,382,pi65lf_p,% Pacific Islander 65+ Years in Labor Force,
,384,383,pi65lfmep,"% Pacific Islander 65+ Years in Labor Force; Margin of Error",
,385,384,pi65e_p,% Pacific Islander Employed Population 65+ Years,
,386,385,pi65e_mep,"% Pacific Islander Employed Population 65+ Years; Margin of Error",
,387,386,pi65ue_p,% Pacific Islander Unemployed Population 65+ Years,
,388,387,pi65uemep,"% Pacific Islander Unemployed Population 65+ Years; Margin of Error",
,389,388,pi65nlf_p,% Pacific Islander Population 65+ Years Not in the Labor Force,
,390,389,pi65nlfmp,"% Pacific Islander Population 65+ Years Not in the Labor Force; Margin of Error",
,391,390,oth16,Other Race population 16 years and over,
,392,391,oth16_me,"Other Race population 16 years and over; Margin of Error",
,393,392,othlf,Other Race Labor Force,
,394,393,othlfme,"Other Race Labor Force; Margin of Error",
,395,394,othclf,Other Race Civilian Labor Force,
,396,395,othclfme,"Other Race Civilian Labor Force; Margin of Error",
,397,396,othemp,Other Race Employed Population,
,398,397,othempme,"Other Race Employed Population; Margin of Error",
,399,398,othue,Other Race Unemployed Population,
,400,399,othueme,"Other Race Unemployed Population; Margin of Error",
,401,400,othaf,Other Race Armed Forces Population,
,402,401,othafme,"Other Race Armed Forces Population; Margin of Error",
,403,402,othnlf,Other Race Population Not in the Labor Force,
,404,403,othnlfme,"Other Race Population Not in the Labor Force; Margin of Error",
,405,404,oth1664,Other Race Population 16-64 Years,
,406,405,oth1664me,"Other Race Population 16-64 Years; Margin of Error",
,407,406,oth64lf,Other Race 16-64 Years in Labor Force,
,408,407,oth64lfme,"Other Race 16-64 Years in Labor Force; Margin of Error",
,409,408,oth64clf,Other Race 16-64 Years Civilian Labor Force,
,410,409,oth64clfm,"Other Race 16-64 Years Civilian Labor Force; Margin of Error",
,411,410,oth64e,Other Race Employed Population 16-64 Years,
,412,411,oth64e_me,"Other Race Employed Population 16-64 Years; Margin of Error",
,413,412,oth64ue,Other Race Unemployed Population 16-64 Years,
,414,413,oth64ueme,"Other Race Unemployed Population 16-64 Years; Margin of Error",
,415,414,oth64af,Other Race Armed Forces Population 16-64 Years,
,416,415,oth64afme,"Other Race Armed Forces Population 16-64 Years; Margin of Error",
,417,416,oth64nlf,Other Race Population 16-64 Years Not in the Labor Force,
,418,417,oth64nlfm,"Other Race Population 16-64 Years Not in the Labor Force; Margin of Error",
,419,418,oth65o,Other Race Population 65+ Years,
,420,419,oth65ome,"Other Race Population 65+ Years; Margin of Error",
,421,420,oth65lf,Other Race 65+ Years in Labor Force,
,422,421,oth65lfme,"Other Race 65+ Years in Labor Force; Margin of Error",
,423,422,oth65e,Other Race Employed Population 65+ Years,
,424,423,oth65e_me,"Other Race Employed Population 65+ Years; Margin of Error",
,425,424,oth65ue,Other Race Unemployed Population 65+ Years,
,426,425,oth65ue_me,"Other Race Unemployed Population 65+ Years; Margin of Error",
,427,426,oth65nlf,Other Race Population 65+ Years Not in the Labor Force,
,428,427,oth65nlfm,"Other Race Population 65+ Years Not in the Labor Force; Margin of Error",
,429,428,othlf_p,% Other Race Labor Force,
,430,429,othlfmep,"% Other Race Labor Force; Margin of Error",
,431,430,othclf_p,% Other Race Civilian Labor Force,
,432,431,othclfmep,"% Other Race Civilian Labor Force; Margin of Error",
,433,432,othemp_p,% Other Race Employed Population,
,434,433,othempmep,"% Other Race Employed Population; Margin of Error",
,435,434,othue_p,% Other Race Unemployed Population,
,436,435,othuemep,"% Other Race Unemployed Population; Margin of Error",
,437,436,othaf_p,% Other Race Armed Forces Population,
,438,437,othafmep,"% Other Race Armed Forces Population; Margin of Error",
,439,438,othnlf_p,% Other Race Population Not in the Labor Force,
