the_geom,cartodb_id,orderid,name,alias,details
,62,62,mpv,Males in Poverty,
,63,63,mpv_me,"Males in Poverty; margin of error",
,64,64,mpv_u6,Males under 6 years in Poverty,
,65,65,mpv_u6me,"Males under 6 years in Poverty; margin of error",
,66,66,mpv_u18,Males under 18 years in Poverty,
,67,67,mpv_u18me,"Males under 18 years in Poverty; margin of error",
,68,68,mpv1824,Males 18-24 years in Poverty,
,69,69,mpv1824me,"Males 18-24 years in Poverty; margin of error",
,70,70,mpv2534,Males 25-34 years in Poverty,
,71,71,mpv2534me,"Males 25-34 years in Poverty; margin of error",
,72,72,mpv3544,Males 35-44 years in Poverty,
,73,73,mpv3544me,"Males 35-44 years in Poverty; margin of error",
,74,74,mpv4554,Males 45-54 years in Poverty,
,75,75,mpv4554me,"Males 45-54 years in Poverty; margin of error",
,76,76,mpv5564,Males 55-64 years in Poverty,
,77,77,mpv5564me,"Males 55-64 years in Poverty; margin of error",
,78,78,mpv2564,Males 25-64 years in Poverty,
,79,79,mpv2564me,"Males 25-64 years in Poverty; margin of error",
,80,80,mpv_65o,Males 65 years and over in Poverty,
,81,81,mpv_65ome,"Males 65 years and over in Poverty; margin of error",
,82,82,pov_p,% Population in Poverty,
,83,83,pov_mep,"% Population in Poverty; margin of error",
,84,84,pov_u6_p,% Population under 6 years in Poverty,
,85,85,pov_u6mep,"% Population under 6 years in Poverty; margin of error",
,86,86,pov_u18_p,% Population under 18 years in Poverty,
,87,87,pov_u18mep,"% Population under 18 years in Poverty; margin of error",
,88,88,pov1824_p,% Population 18-24 years in Poverty,
,89,89,pov1824mep,"% Population 18-24 years in Poverty; margin of error",
,90,90,pov2534_p,% Population 25-34 years in Poverty,
,91,91,pov2534mep,"% Population 25-34 years in Poverty; margin of error",
,92,92,pov3544_p,% Population 35-44 years in Poverty,
,93,93,pov3544mep,"% Population 35-44 years in Poverty; margin of error",
,94,94,pov4554_p,% Population 45-54 years in Poverty,
,95,95,pov4554mep,"% Population 45-54 years in Poverty; margin of error",
,96,96,pov5564_p,% Population 55-64 years in Poverty,
,97,97,pov5564mep,"% Population 55-64 years in Poverty; margin of error",
,98,98,pov2564_p,% Population 25-64 years in Poverty,
,99,99,pov2564mep,"% Population 25-64 years in Poverty; margin of error",
,100,100,pov_65o_p,% Population 65 years and over in Poverty,
,101,101,pov_65omep,"% Population 65 years and over in Poverty; margin of error",
,102,102,fpv_p,% Females in Poverty,
,103,103,fpv_mep,"% Females in Poverty; margin of error",
,104,104,fpv_u6_p,% Females under 6 years in Poverty,
,105,105,fpv_u6mep,"% Females under 6 years in Poverty; margin of error",
,106,106,fpv_u18_p,% Females under 18 years in Poverty,
,107,107,fpv_u18mep,"% Females under 18 years in Poverty; margin of error",
,108,108,fpv1824_p,% Females 18-24 years in Poverty,
,109,109,fpv1824mep,"% Females 18-24 years in Poverty; margin of error",
,110,110,fpv2534_p,% Females 25-34 years in Poverty,
,111,111,fpv2534mep,"% Females 25-34 years in Poverty; margin of error",
,112,112,fpv3544_p,% Females 35-44 years in Poverty,
,113,113,fpv3544mep,"% Females 35-44 years in Poverty; margin of error",
,114,114,fpv4554_p,% Females 45-54 years in Poverty,
,115,115,fpv4554mep,"% Females 45-54 years in Poverty; margin of error",
,116,116,fpv5564_p,% Females 55-64 years in Poverty,
,117,117,fpv5564mep,"% Females 55-64 years in Poverty; margin of error",
,118,118,fpv2564_p,% Females 25-64 years in Poverty,
,119,119,fpv2564mep,"% Females 25-64 years in Poverty; margin of error",
,120,120,fpv_65o_p,% Females 65 years and over in Poverty,
,121,121,fpv_65omep,"% Females 65 years and over in Poverty; margin of error",
,122,122,mpv_p,% Males in Poverty,
,123,123,mpv_mep,"% Males in Poverty; margin of error",
,124,124,mpv_u6_p,% Males under 6 years in Poverty,
,125,125,mpv_u6mep,"% Males under 6 years in Poverty; margin of error",
,126,126,mpv_u18_p,% Males under 18 years in Poverty,
,127,127,mpv_u18mep,"% Males under 18 years in Poverty; margin of error",
,128,128,mpv1824_p,% Males 18-24 years in Poverty,
,129,129,mpv1824mep,"% Males 18-24 years in Poverty; margin of error",
,130,130,mpv2534_p,% Males 25-34 years in Poverty,
,131,131,mpv2534mep,"% Males 25-34 years in Poverty; margin of error",
,132,132,mpv3544_p,% Males 35-44 years in Poverty,
,133,133,mpv3544mep,"% Males 35-44 years in Poverty; margin of error",
,134,134,mpv4554_p,% Males 45-54 years in Poverty,
,135,135,mpv4554mep,"% Males 45-54 years in Poverty; margin of error",
,136,136,mpv5564_p,% Males 55-64 years in Poverty,
,137,137,mpv5564mep,"% Males 55-64 years in Poverty; margin of error",
,138,138,mpv2564_p,% Males 25-64 years in Poverty,
,139,139,mpv2564mep,"% Males 25-64 years in Poverty; margin of error",
,140,140,mpv_65o_p,% Males 65 years and over in Poverty,
,141,141,mpv_65omep,"% Males 65 years and over in Poverty; margin of error",
,142,142,join_key,Geographic Identifier,ct10_id
,143,143,title,Title,Poverty by Age and Gender
,144,144,alt_title,Alternate Title,
,145,145,tbl_table,Table Name,b17001_poverty_by_age_gender_acs_ct
,146,146,tbl_num,Table number from source data,b17001
,147,147,geography,Spatial Geography,Census 2010 Tracts
,148,148,descriptn,Description,Poverty status in the past 12 months by gender by age
,149,149,datesavail,Dates Available,5yr Avg 2006-10 through 2011-15
,150,150,coverage,Coverage,Statewide
,151,151,universe,Universe,Population for whom poverty status is determined
,152,152,creator,Creator/Source,US Census: American Community Survey
,153,153,publisher,Publisher,MAPC
,154,154,contributr,Contributors,
,155,155,createdate,CreationDate,
,156,156,moddate,ModificationDate,2016-12
,157,157,ct10_id,Census 2010 Tract ID,
,158,158,geoid,Census Geographic Level ID,
,159,159,logrecno,Census Logical Record Number,
,160,160,acs_year,ACS Years,
,161,161,pop,Population for whom poverty status is determined,
,162,162,pop_me,"Population for whom poverty status is determined; margin of error",
,163,163,povpop,Population in Poverty,
,164,164,povpop_me,"Population in Poverty; margin of error",
,165,165,pov_u6,Population under 6 years in Poverty,
,166,166,pov_u6me,"Population under 6 years in Poverty; margin of error",
,167,167,pov_u18,Population under 18 years in Poverty,
,168,168,pov_u18me,"Population under 18 years in Poverty; margin of error",
,169,169,pov1824,Population 18-24 years in Poverty,
,170,170,pov1824me,"Population 18-24 years in Poverty; margin of error",
,171,171,pov2534,Population 25-34 years in Poverty,
,172,172,pov2534me,"Population 25-34 years in Poverty; margin of error",
,173,173,pov3544,Population 35-44 years in Poverty,
,174,174,pov3544me,"Population 35-44 years in Poverty; margin of error",
,175,175,pov4554,Population 45-54 years in Poverty,
,176,176,pov4554me,"Population 45-54 years in Poverty; margin of error",
,177,177,pov5564,Population 55-64 years in Poverty,
,178,178,pov5564me,"Population 55-64 years in Poverty; margin of error",
,179,179,pov2564,Population 25-64 years in Poverty,
,180,180,pov2564me,"Population 25-64 years in Poverty; margin of error",
,181,181,pov_65o,Population 65 years and over in Poverty,
,182,182,pov_65ome,"Population 65 years and over in Poverty; margin of error",
,183,183,fpv,Females in Poverty,
,184,184,fpv_me,"Females in Poverty; margin of error",
,185,185,fpv_u6,Females under 6 years in Poverty,
,186,186,fpv_u6me,"Females under 6 years in Poverty; margin of error",
,187,187,fpv_u18,Females under 18 years in Poverty,
,188,188,fpv_u18me,"Females under 18 years in Poverty; margin of error",
,189,189,fpv1824,Females 18-24 years in Poverty,
,190,190,fpv1824me,"Females 18-24 years in Poverty; margin of error",
,191,191,fpv2534,Females 25-34 years in Poverty,
,192,192,fpv2534me,"Females 25-34 years in Poverty; margin of error",
,193,193,fpv3544,Females 35-44 years in Poverty,
,194,194,fpv3544me,"Females 35-44 years in Poverty; margin of error",
,195,195,fpv4554,Females 45-54 years in Poverty,
,196,196,fpv4554me,"Females 45-54 years in Poverty; margin of error",
,197,197,fpv5564,Females 55-64 years in Poverty,
,198,198,fpv5564me,"Females 55-64 years in Poverty; margin of error",
,199,199,fpv2564,Females 25-64 years in Poverty,
,200,200,fpv2564me,"Females 25-64 years in Poverty; margin of error",
,201,201,fpv_65o,Females 65 years and over in Poverty,
,202,202,fpv_65ome,"Females 65 years and over in Poverty; margin of error",
,203,203,mpv,Males in Poverty,
,204,204,mpv_me,"Males in Poverty; margin of error",
,205,205,mpv_u6,Males under 6 years in Poverty,
,206,206,mpv_u6me,"Males under 6 years in Poverty; margin of error",
,207,207,mpv_u18,Males under 18 years in Poverty,
,208,208,mpv_u18me,"Males under 18 years in Poverty; margin of error",
,209,209,mpv1824,Males 18-24 years in Poverty,
,210,210,mpv1824me,"Males 18-24 years in Poverty; margin of error",
,211,211,mpv2534,Males 25-34 years in Poverty,
,212,212,mpv2534me,"Males 25-34 years in Poverty; margin of error",
,213,213,mpv3544,Males 35-44 years in Poverty,
,214,214,mpv3544me,"Males 35-44 years in Poverty; margin of error",
,215,215,mpv4554,Males 45-54 years in Poverty,
,216,216,mpv4554me,"Males 45-54 years in Poverty; margin of error",
,217,217,mpv5564,Males 55-64 years in Poverty,
,218,218,mpv5564me,"Males 55-64 years in Poverty; margin of error",
,219,219,mpv2564,Males 25-64 years in Poverty,
,220,220,mpv2564me,"Males 25-64 years in Poverty; margin of error",
,221,221,mpv_65o,Males 65 years and over in Poverty,
,222,222,mpv_65ome,"Males 65 years and over in Poverty; margin of error",
,223,223,pov_p,% Population in Poverty,
,224,224,pov_mep,"% Population in Poverty; margin of error",
,225,225,pov_u6_p,% Population under 6 years in Poverty,
,226,226,pov_u6mep,"% Population under 6 years in Poverty; margin of error",
,227,227,pov_u18_p,% Population under 18 years in Poverty,
,228,228,pov_u18mep,"% Population under 18 years in Poverty; margin of error",
,229,229,pov1824_p,% Population 18-24 years in Poverty,
,230,230,pov1824mep,"% Population 18-24 years in Poverty; margin of error",
,231,231,pov2534_p,% Population 25-34 years in Poverty,
,232,232,pov2534mep,"% Population 25-34 years in Poverty; margin of error",
,233,233,pov3544_p,% Population 35-44 years in Poverty,
,234,234,pov3544mep,"% Population 35-44 years in Poverty; margin of error",
,235,235,pov4554_p,% Population 45-54 years in Poverty,
,236,236,pov4554mep,"% Population 45-54 years in Poverty; margin of error",
,237,237,pov5564_p,% Population 55-64 years in Poverty,
,238,238,pov5564mep,"% Population 55-64 years in Poverty; margin of error",
,239,239,pov2564_p,% Population 25-64 years in Poverty,
,240,240,pov2564mep,"% Population 25-64 years in Poverty; margin of error",
,241,241,pov_65o_p,% Population 65 years and over in Poverty,
,242,242,pov_65omep,"% Population 65 years and over in Poverty; margin of error",
,243,243,fpv_p,% Females in Poverty,
,244,244,fpv_mep,"% Females in Poverty; margin of error",
,245,245,fpv_u6_p,% Females under 6 years in Poverty,
,246,246,fpv_u6mep,"% Females under 6 years in Poverty; margin of error",
,247,247,fpv_u18_p,% Females under 18 years in Poverty,
,248,248,fpv_u18mep,"% Females under 18 years in Poverty; margin of error",
,249,249,fpv1824_p,% Females 18-24 years in Poverty,
,250,250,fpv1824mep,"% Females 18-24 years in Poverty; margin of error",
,251,251,fpv2534_p,% Females 25-34 years in Poverty,
,252,252,fpv2534mep,"% Females 25-34 years in Poverty; margin of error",
,253,253,fpv3544_p,% Females 35-44 years in Poverty,
,254,254,fpv3544mep,"% Females 35-44 years in Poverty; margin of error",
,255,255,fpv4554_p,% Females 45-54 years in Poverty,
,256,256,fpv4554mep,"% Females 45-54 years in Poverty; margin of error",
,257,257,fpv5564_p,% Females 55-64 years in Poverty,
,258,258,fpv5564mep,"% Females 55-64 years in Poverty; margin of error",
,259,259,fpv2564_p,% Females 25-64 years in Poverty,
,260,260,fpv2564mep,"% Females 25-64 years in Poverty; margin of error",
,261,261,fpv_65o_p,% Females 65 years and over in Poverty,
,262,262,fpv_65omep,"% Females 65 years and over in Poverty; margin of error",
,263,263,mpv_p,% Males in Poverty,
,264,264,mpv_mep,"% Males in Poverty; margin of error",
,265,265,mpv_u6_p,% Males under 6 years in Poverty,
,266,266,mpv_u6mep,"% Males under 6 years in Poverty; margin of error",
,267,267,mpv_u18_p,% Males under 18 years in Poverty,
,268,268,mpv_u18mep,"% Males under 18 years in Poverty; margin of error",
,269,269,mpv1824_p,% Males 18-24 years in Poverty,
,270,270,mpv1824mep,"% Males 18-24 years in Poverty; margin of error",
,271,271,mpv2534_p,% Males 25-34 years in Poverty,
,272,272,mpv2534mep,"% Males 25-34 years in Poverty; margin of error",
,273,273,mpv3544_p,% Males 35-44 years in Poverty,
,274,274,mpv3544mep,"% Males 35-44 years in Poverty; margin of error",
,275,275,mpv4554_p,% Males 45-54 years in Poverty,
,276,276,mpv4554mep,"% Males 45-54 years in Poverty; margin of error",
,277,277,mpv5564_p,% Males 55-64 years in Poverty,
,278,278,mpv5564mep,"% Males 55-64 years in Poverty; margin of error",
,279,279,mpv2564_p,% Males 25-64 years in Poverty,
,280,280,mpv2564mep,"% Males 25-64 years in Poverty; margin of error",
,281,281,mpv_65o_p,% Males 65 years and over in Poverty,
,282,282,mpv_65omep,"% Males 65 years and over in Poverty; margin of error",
