the_geom,aflf,seq_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,cartodb_id,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep,ct10_id
,0.000000,11,14000US25001010600,2747,2007-11,2819.000000,161.000000,1473.000000,155.000000,1473.000000,155.000000,1391.000000,153.000000,82.000000,52.000000,11,95.000000,1346.000000,140.000000,52.250000,4.620000,100.000000,0.000000,94.430000,3.020000,5.570000,3.480000,0.000000,6.450000,47.750000,4.150000,25001010600
,34.000000,12,14000US25001010700,2748,2007-11,2634.000000,209.000000,1592.000000,174.000000,1558.000000,175.000000,1449.000000,180.000000,109.000000,58.000000,12,46.000000,1042.000000,151.000000,60.440000,4.540000,97.860000,2.530000,93.000000,4.930000,7.000000,3.640000,2.140000,2.880000,39.560000,4.800000,25001010700
,0.000000,13,14000US25001010800,2749,2007-11,4309.000000,294.000000,2431.000000,244.000000,2431.000000,244.000000,2343.000000,243.000000,88.000000,56.000000,13,95.000000,1878.000000,253.000000,56.420000,4.150000,100.000000,0.000000,96.380000,2.520000,3.620000,2.270000,0.000000,3.910000,43.580000,5.060000,25001010800
,0.000000,14,14000US25001010900,2750,2007-11,4090.000000,319.000000,2558.000000,291.000000,2558.000000,291.000000,2318.000000,272.000000,240.000000,113.000000,14,95.000000,1532.000000,228.000000,62.540000,5.180000,100.000000,0.000000,90.620000,2.610000,9.380000,4.290000,0.000000,3.710000,37.460000,4.750000,25001010900
,0.000000,15,14000US25001011002,2751,2007-11,3783.000000,340.000000,2241.000000,253.000000,2241.000000,253.000000,1940.000000,255.000000,301.000000,151.000000,15,95.000000,1542.000000,272.000000,59.240000,4.050000,100.000000,0.000000,86.570000,5.830000,13.430000,6.570000,0.000000,4.240000,40.760000,6.190000,25001011002
,15.000000,16,14000US25001011100,2752,2007-11,3490.000000,276.000000,2004.000000,226.000000,1989.000000,226.000000,1850.000000,231.000000,139.000000,63.000000,16,24.000000,1486.000000,182.000000,57.420000,4.620000,99.250000,1.380000,93.010000,4.820000,6.990000,3.070000,0.750000,1.190000,42.580000,3.980000,25001011100
,0.000000,17,14000US25001011200,2753,2007-11,3051.000000,280.000000,1457.000000,208.000000,1457.000000,208.000000,1372.000000,218.000000,85.000000,53.000000,17,95.000000,1594.000000,243.000000,47.750000,5.220000,100.000000,0.000000,94.170000,6.570000,5.830000,3.540000,0.000000,6.520000,52.250000,6.360000,25001011200
,0.000000,18,14000US25001011300,2754,2007-11,2262.000000,226.000000,1008.000000,178.000000,1008.000000,178.000000,889.000000,173.000000,119.000000,74.000000,18,95.000000,1254.000000,161.000000,44.560000,6.490000,100.000000,0.000000,88.190000,7.210000,11.810000,7.040000,0.000000,9.420000,55.440000,4.470000,25001011300
,0.000000,19,14000US25001011400,2755,2007-11,2619.000000,271.000000,1238.000000,223.000000,1238.000000,223.000000,1171.000000,218.000000,67.000000,69.000000,19,95.000000,1381.000000,250.000000,47.270000,6.970000,100.000000,0.000000,94.590000,4.450000,5.410000,5.490000,0.000000,7.670000,52.730000,7.830000,25001011400
,0.000000,20,14000US25001011500,2756,2007-11,3071.000000,348.000000,2060.000000,294.000000,2060.000000,294.000000,1950.000000,285.000000,110.000000,80.000000,20,95.000000,1011.000000,174.000000,67.080000,5.820000,100.000000,0.000000,94.660000,2.980000,5.340000,3.810000,0.000000,4.610000,32.920000,4.260000,25001011500
,12.000000,21,14000US25001011600,2757,2007-11,2509.000000,321.000000,1718.000000,246.000000,1706.000000,241.000000,1540.000000,240.000000,166.000000,85.000000,21,19.000000,791.000000,167.000000,68.470000,4.400000,99.300000,19.970000,90.270000,5.940000,9.730000,4.790000,0.700000,1.100000,31.530000,5.290000,25001011600
,0.000000,22,14000US25001011700,2758,2007-11,1694.000000,235.000000,738.000000,157.000000,738.000000,157.000000,676.000000,145.000000,62.000000,42.000000,22,95.000000,956.000000,165.000000,43.570000,7.030000,100.000000,0.000000,91.600000,2.510000,8.400000,5.400000,0.000000,12.870000,56.430000,5.790000,25001011700
,0.000000,23,14000US25001011801,2759,2007-11,2131.000000,230.000000,783.000000,185.000000,783.000000,185.000000,762.000000,182.000000,21.000000,24.000000,23,95.000000,1348.000000,186.000000,36.740000,7.720000,100.000000,0.000000,97.320000,3.400000,2.680000,3.000000,0.000000,12.130000,63.260000,5.440000,25001011801
,0.000000,24,14000US25001011802,2760,2007-11,3567.000000,307.000000,2325.000000,289.000000,2325.000000,289.000000,2205.000000,279.000000,120.000000,73.000000,24,95.000000,1242.000000,166.000000,65.180000,5.850000,100.000000,0.000000,94.840000,2.240000,5.160000,3.070000,0.000000,4.090000,34.820000,3.560000,25001011802
,0.000000,25,14000US25001012001,2761,2007-11,5079.000000,356.000000,2754.000000,307.000000,2754.000000,307.000000,2624.000000,305.000000,130.000000,80.000000,25,95.000000,2325.000000,214.000000,54.220000,4.700000,100.000000,0.000000,95.280000,3.140000,4.720000,2.860000,0.000000,3.450000,45.780000,2.730000,25001012001
,0.000000,26,14000US25001012002,2762,2007-11,2669.000000,322.000000,1572.000000,352.000000,1572.000000,352.000000,1360.000000,349.000000,212.000000,150.000000,26,95.000000,1097.000000,216.000000,58.900000,11.110000,100.000000,0.000000,86.510000,10.840000,13.490000,9.050000,0.000000,6.040000,41.100000,6.400000,25001012002
,87.000000,27,14000US25001012101,2763,2007-11,4418.000000,447.000000,2998.000000,445.000000,2911.000000,455.000000,2684.000000,410.000000,227.000000,129.000000,27,105.000000,1420.000000,249.000000,67.860000,7.370000,97.100000,4.760000,92.200000,20.150000,7.800000,4.260000,2.900000,3.480000,32.140000,4.600000,25001012101
,0.000000,28,14000US25001012102,2764,2007-11,3046.000000,348.000000,1781.000000,326.000000,1781.000000,326.000000,1635.000000,307.000000,146.000000,95.000000,28,95.000000,1265.000000,270.000000,58.470000,8.360000,100.000000,0.000000,91.800000,3.840000,8.200000,5.120000,0.000000,5.330000,41.530000,7.490000,25001012102
,9.000000,29,14000US25001012200,2765,2007-11,4016.000000,435.000000,2268.000000,376.000000,2259.000000,377.000000,2123.000000,351.000000,136.000000,115.000000,29,16.000000,1748.000000,268.000000,56.470000,7.090000,99.600000,1.910000,93.980000,22.080000,6.020000,4.990000,0.400000,0.700000,43.530000,4.720000,25001012200
,8.000000,30,14000US25001012502,2766,2007-11,2297.000000,259.000000,1443.000000,225.000000,1435.000000,223.000000,1300.000000,218.000000,135.000000,84.000000,30,13.000000,854.000000,144.000000,62.820000,6.770000,99.450000,21.890000,90.590000,5.710000,9.410000,5.670000,0.550000,0.900000,37.180000,4.660000,25001012502
,0.000000,31,14000US25001012601,2767,2007-11,2468.000000,298.000000,1633.000000,273.000000,1633.000000,273.000000,1570.000000,273.000000,63.000000,48.000000,31,95.000000,835.000000,170.000000,66.170000,7.650000,100.000000,0.000000,96.140000,4.600000,3.860000,2.870000,0.000000,5.820000,33.830000,5.550000,25001012601
,0.000000,32,14000US25001012602,2768,2007-11,4069.000000,396.000000,2655.000000,433.000000,2655.000000,433.000000,2467.000000,426.000000,188.000000,100.000000,32,95.000000,1414.000000,308.000000,65.250000,8.540000,100.000000,0.000000,92.920000,5.270000,7.080000,3.590000,0.000000,3.580000,34.750000,6.770000,25001012602
,16.000000,33,14000US25001012700,2769,2007-11,3986.000000,515.000000,2516.000000,398.000000,2500.000000,400.000000,2344.000000,381.000000,156.000000,66.000000,33,28.000000,1470.000000,248.000000,63.120000,5.760000,99.360000,2.390000,93.760000,2.690000,6.240000,2.440000,0.640000,1.110000,36.880000,4.000000,25001012700
,11.000000,34,14000US25001012800,2770,2007-11,3449.000000,278.000000,2145.000000,232.000000,2134.000000,234.000000,2052.000000,233.000000,82.000000,51.000000,34,18.000000,1304.000000,192.000000,62.190000,4.490000,99.490000,1.800000,96.160000,2.840000,3.840000,2.350000,0.510000,0.840000,37.810000,4.660000,25001012800
,0.000000,35,14000US25001012900,2771,2007-11,3415.000000,170.000000,2160.000000,209.000000,2160.000000,209.000000,2060.000000,212.000000,100.000000,58.000000,35,95.000000,1255.000000,184.000000,63.250000,5.250000,100.000000,0.000000,95.370000,3.340000,4.630000,2.650000,0.000000,4.400000,36.750000,5.070000,25001012900
,0.000000,36,14000US25001013002,2772,2007-11,2770.000000,267.000000,1305.000000,203.000000,1305.000000,203.000000,1176.000000,182.000000,129.000000,67.000000,36,95.000000,1465.000000,165.000000,47.110000,5.750000,100.000000,0.000000,90.110000,19.770000,9.890000,4.900000,0.000000,7.280000,52.890000,3.080000,25001013002
,14.000000,37,14000US25001013100,2773,2007-11,5283.000000,340.000000,3993.000000,353.000000,3979.000000,351.000000,3791.000000,339.000000,188.000000,82.000000,37,23.000000,1290.000000,229.000000,75.580000,4.580000,99.650000,12.440000,95.280000,1.400000,4.720000,2.020000,0.350000,0.580000,24.420000,4.040000,25001013100
,0.000000,38,14000US25001013200,2774,2007-11,4129.000000,344.000000,2649.000000,294.000000,2649.000000,294.000000,2429.000000,265.000000,220.000000,115.000000,38,95.000000,1480.000000,261.000000,64.160000,4.700000,100.000000,0.000000,91.690000,14.270000,8.310000,4.240000,0.000000,3.590000,35.840000,5.570000,25001013200
,9.000000,39,14000US25001013300,2775,2007-11,2496.000000,255.000000,1489.000000,208.000000,1480.000000,206.000000,1425.000000,194.000000,55.000000,50.000000,39,22.000000,1007.000000,202.000000,59.660000,5.680000,99.400000,19.600000,96.280000,18.750000,3.720000,3.340000,0.600000,1.480000,40.340000,6.960000,25001013300
,0.000000,40,14000US25001013400,2776,2007-11,3480.000000,225.000000,2221.000000,179.000000,2221.000000,179.000000,2085.000000,194.000000,136.000000,67.000000,40,95.000000,1259.000000,204.000000,63.820000,3.070000,100.000000,0.000000,93.880000,4.370000,6.120000,2.980000,0.000000,4.280000,36.180000,5.380000,25001013400
,94.000000,41,14000US25001013500,2777,2007-11,5352.000000,299.000000,3917.000000,294.000000,3823.000000,270.000000,3610.000000,263.000000,213.000000,116.000000,41,89.000000,1435.000000,250.000000,73.190000,3.670000,97.600000,10.060000,94.430000,1.690000,5.570000,3.010000,2.400000,2.260000,26.810000,4.420000,25001013500
,30.000000,42,14000US25001013600,2778,2007-11,4800.000000,256.000000,3632.000000,296.000000,3602.000000,300.000000,3403.000000,291.000000,199.000000,88.000000,42,33.000000,1168.000000,234.000000,75.670000,4.660000,99.170000,1.700000,94.480000,1.830000,5.520000,2.400000,0.830000,0.910000,24.330000,4.700000,25001013600
,0.000000,43,14000US25001013700,2779,2007-11,3817.000000,343.000000,2282.000000,276.000000,2282.000000,276.000000,2124.000000,269.000000,158.000000,67.000000,43,95.000000,1535.000000,261.000000,59.790000,4.840000,100.000000,0.000000,93.080000,3.500000,6.920000,2.810000,0.000000,4.160000,40.210000,5.800000,25001013700
,37.000000,44,14000US25001013800,2780,2007-11,4013.000000,286.000000,2582.000000,251.000000,2545.000000,251.000000,2349.000000,258.000000,196.000000,117.000000,44,47.000000,1431.000000,199.000000,64.340000,4.250000,98.570000,1.640000,92.300000,4.460000,7.700000,4.530000,1.430000,1.810000,35.660000,4.260000,25001013800
,14.000000,45,14000US25001013900,2781,2007-11,4227.000000,349.000000,2611.000000,310.000000,2597.000000,315.000000,2454.000000,308.000000,143.000000,88.000000,45,25.000000,1616.000000,272.000000,61.770000,5.270000,99.460000,2.470000,94.490000,3.050000,5.510000,3.320000,0.540000,0.960000,38.230000,5.610000,25001013900
,0.000000,46,14000US25001014002,2782,2007-11,3652.000000,355.000000,2244.000000,287.000000,2244.000000,287.000000,2073.000000,270.000000,171.000000,103.000000,46,95.000000,1408.000000,208.000000,61.450000,5.110000,100.000000,0.000000,92.380000,2.280000,7.620000,4.490000,0.000000,4.230000,38.550000,4.290000,25001014002
,278.000000,47,14000US25001014100,2783,2007-11,887.000000,342.000000,494.000000,127.000000,216.000000,94.000000,193.000000,92.000000,23.000000,28.000000,47,92.000000,393.000000,311.000000,55.690000,25.810000,43.720000,15.350000,89.350000,17.380000,10.650000,12.110000,56.280000,11.730000,44.310000,30.620000,25001014100
,0.000000,48,14000US25001014300,2784,2007-11,3789.000000,432.000000,1791.000000,281.000000,1791.000000,281.000000,1660.000000,273.000000,131.000000,89.000000,48,95.000000,1998.000000,337.000000,47.270000,5.090000,100.000000,0.000000,92.690000,4.570000,7.310000,4.830000,0.000000,5.300000,52.730000,6.550000,25001014300
,10.000000,49,14000US25001014402,2785,2007-11,5340.000000,387.000000,3976.000000,301.000000,3966.000000,295.000000,3728.000000,298.000000,238.000000,95.000000,49,17.000000,1364.000000,253.000000,74.460000,1.630000,99.750000,10.590000,94.000000,2.750000,6.000000,2.350000,0.250000,0.430000,25.540000,4.360000,25001014402
,38.000000,50,14000US25001014500,2786,2007-11,4818.000000,417.000000,2971.000000,325.000000,2933.000000,326.000000,2724.000000,312.000000,209.000000,96.000000,50,51.000000,1847.000000,400.000000,61.660000,4.130000,98.720000,1.940000,92.870000,2.570000,7.130000,3.180000,1.280000,1.710000,38.340000,7.610000,25001014500
,0.000000,51,14000US25001014600,2787,2007-11,3265.000000,273.000000,2006.000000,262.000000,2006.000000,262.000000,1801.000000,265.000000,205.000000,109.000000,51,95.000000,1259.000000,162.000000,61.440000,6.160000,100.000000,0.000000,89.780000,6.080000,10.220000,5.270000,0.000000,4.740000,38.560000,3.770000,25001014600
,11.000000,52,14000US25001014700,2788,2007-11,3227.000000,274.000000,1542.000000,223.000000,1531.000000,221.000000,1397.000000,229.000000,134.000000,84.000000,52,18.000000,1685.000000,253.000000,47.780000,5.590000,99.290000,20.290000,91.250000,7.090000,8.750000,5.340000,0.710000,1.160000,52.220000,6.470000,25001014700
,0.000000,53,14000US25001014800,2789,2007-11,3283.000000,319.000000,1291.000000,227.000000,1291.000000,227.000000,1186.000000,184.000000,105.000000,89.000000,53,95.000000,1992.000000,289.000000,39.320000,5.760000,100.000000,0.000000,91.870000,21.540000,8.130000,6.740000,0.000000,7.360000,60.680000,6.540000,25001014800
,34.000000,54,14000US25001014900,2790,2007-11,3321.000000,269.000000,1686.000000,219.000000,1652.000000,213.000000,1555.000000,216.000000,97.000000,58.000000,54,38.000000,1635.000000,218.000000,50.770000,5.160000,97.980000,17.930000,94.130000,4.860000,5.870000,3.430000,2.020000,2.240000,49.230000,5.210000,25001014900
,0.000000,55,14000US25001015001,2791,2007-11,3236.000000,220.000000,2203.000000,188.000000,2203.000000,188.000000,2150.000000,179.000000,53.000000,40.000000,55,95.000000,1033.000000,164.000000,68.080000,3.510000,100.000000,0.000000,97.590000,11.640000,2.410000,1.800000,0.000000,4.310000,31.920000,4.580000,25001015001
,0.000000,56,14000US25001015002,2792,2007-11,3055.000000,243.000000,1656.000000,208.000000,1656.000000,208.000000,1646.000000,209.000000,10.000000,17.000000,56,95.000000,1399.000000,182.000000,54.210000,5.270000,100.000000,0.000000,99.400000,1.850000,0.600000,1.020000,0.000000,5.740000,45.790000,4.710000,25001015002
,22.000000,57,14000US25001015100,2793,2007-11,3233.000000,228.000000,2186.000000,260.000000,2164.000000,262.000000,2036.000000,252.000000,128.000000,58.000000,57,24.000000,1047.000000,162.000000,67.620000,6.480000,98.990000,2.240000,94.090000,2.420000,5.910000,2.580000,1.010000,1.090000,32.380000,4.460000,25001015100
,0.000000,58,14000US25001015200,2794,2007-11,2015.000000,199.000000,1062.000000,144.000000,1062.000000,144.000000,961.000000,141.000000,101.000000,52.000000,58,95.000000,953.000000,152.000000,52.700000,4.900000,100.000000,0.000000,90.490000,5.070000,9.510000,4.720000,0.000000,8.950000,47.300000,5.920000,25001015200
,0.000000,59,14000US25001015300,2795,2007-11,2403.000000,356.000000,1509.000000,313.000000,1509.000000,313.000000,1244.000000,263.000000,265.000000,192.000000,59,95.000000,894.000000,244.000000,62.800000,9.120000,100.000000,0.000000,82.440000,3.370000,17.560000,12.190000,0.000000,6.300000,37.200000,8.530000,25001015300
,0.000000,60,14000US25001990000,2796,2007-11,0.000000,95.000000,0.000000,95.000000,0.000000,95.000000,0.000000,95.000000,0.000000,95.000000,60,95.000000,0.000000,95.000000,,,,,,,,,,,,,25001990000
,0.000000,61,14000US25003900100,2797,2007-11,2789.000000,266.000000,1506.000000,287.000000,1506.000000,287.000000,1335.000000,275.000000,171.000000,87.000000,61,95.000000,1283.000000,227.000000,54.000000,8.910000,100.000000,0.000000,88.650000,6.930000,11.350000,5.360000,0.000000,6.310000,46.000000,6.860000,25003900100
,0.000000,62,14000US25003900200,2798,2007-11,3633.000000,357.000000,2056.000000,302.000000,2056.000000,302.000000,1843.000000,303.000000,213.000000,120.000000,62,95.000000,1577.000000,261.000000,56.590000,6.180000,100.000000,0.000000,89.640000,6.620000,10.360000,5.630000,0.000000,4.620000,43.410000,5.780000,25003900200
,0.000000,63,14000US25003900300,2799,2007-11,2303.000000,207.000000,1566.000000,209.000000,1566.000000,209.000000,1464.000000,211.000000,102.000000,60.000000,63,95.000000,737.000000,155.000000,68.000000,6.710000,100.000000,0.000000,93.490000,5.090000,6.510000,3.730000,0.000000,6.070000,32.000000,6.080000,25003900300
,0.000000,64,14000US25003900400,2800,2007-11,3787.000000,257.000000,2431.000000,264.000000,2431.000000,264.000000,2068.000000,242.000000,363.000000,150.000000,64,95.000000,1356.000000,251.000000,64.190000,5.440000,100.000000,0.000000,85.070000,3.710000,14.930000,5.950000,0.000000,3.910000,35.810000,6.170000,25003900400
,0.000000,65,14000US25003900500,2801,2007-11,2777.000000,184.000000,1636.000000,182.000000,1636.000000,182.000000,1509.000000,181.000000,127.000000,64.000000,65,95.000000,1141.000000,146.000000,58.910000,5.260000,100.000000,0.000000,92.240000,4.140000,7.760000,3.820000,0.000000,5.810000,41.090000,4.500000,25003900500
,0.000000,66,14000US25003900600,2802,2007-11,3192.000000,258.000000,2214.000000,317.000000,2214.000000,317.000000,1990.000000,310.000000,224.000000,110.000000,66,95.000000,978.000000,207.000000,69.360000,8.200000,100.000000,0.000000,89.880000,5.520000,10.120000,4.750000,0.000000,4.290000,30.640000,5.990000,25003900600
,0.000000,67,14000US25003900700,2803,2007-11,2334.000000,192.000000,1436.000000,133.000000,1436.000000,133.000000,1339.000000,136.000000,97.000000,61.000000,67,95.000000,898.000000,173.000000,61.530000,2.620000,100.000000,0.000000,93.250000,3.890000,6.750000,4.200000,0.000000,6.620000,38.470000,6.700000,25003900700
,16.000000,68,14000US25003900800,2804,2007-11,4141.000000,220.000000,2692.000000,211.000000,2676.000000,210.000000,2527.000000,230.000000,149.000000,76.000000,68,24.000000,1449.000000,210.000000,65.010000,3.750000,99.410000,0.380000,94.430000,4.350000,5.570000,2.810000,0.590000,0.890000,34.990000,4.720000,25003900800
,0.000000,69,14000US25003900900,2805,2007-11,3906.000000,268.000000,3044.000000,334.000000,3044.000000,334.000000,2798.000000,294.000000,246.000000,123.000000,69,95.000000,862.000000,190.000000,77.930000,6.670000,100.000000,0.000000,91.920000,13.960000,8.080000,3.940000,0.000000,3.120000,22.070000,4.620000,25003900900
,0.000000,70,14000US25003901100,2806,2007-11,3037.000000,195.000000,1675.000000,173.000000,1675.000000,173.000000,1600.000000,173.000000,75.000000,45.000000,70,95.000000,1362.000000,191.000000,55.150000,4.460000,100.000000,0.000000,95.520000,3.060000,4.480000,2.650000,0.000000,5.670000,44.850000,5.590000,25003901100
,11.000000,71,14000US25003911100,2807,2007-11,2512.000000,120.000000,1833.000000,136.000000,1822.000000,135.000000,1708.000000,151.000000,114.000000,68.000000,71,18.000000,679.000000,135.000000,72.970000,4.140000,99.400000,10.420000,93.740000,4.520000,6.260000,3.700000,0.600000,0.980000,27.030000,5.220000,25003911100
,16.000000,72,14000US25003912100,2808,2007-11,5503.000000,163.000000,3607.000000,212.000000,3591.000000,216.000000,3297.000000,247.000000,294.000000,129.000000,72,26.000000,1896.000000,200.000000,65.550000,3.330000,99.560000,1.270000,91.810000,4.100000,8.190000,3.560000,0.440000,0.720000,34.450000,3.490000,25003912100
,0.000000,73,14000US25003913100,2809,2007-11,3977.000000,226.000000,2103.000000,263.000000,2103.000000,263.000000,1845.000000,259.000000,258.000000,210.000000,73,95.000000,1874.000000,217.000000,52.880000,5.890000,100.000000,0.000000,87.730000,5.590000,12.270000,9.870000,0.000000,4.520000,47.120000,4.750000,25003913100
,0.000000,74,14000US25003914100,2810,2007-11,5119.000000,203.000000,3563.000000,371.000000,3563.000000,371.000000,3185.000000,369.000000,378.000000,130.000000,74,95.000000,1556.000000,314.000000,69.600000,6.700000,100.000000,0.000000,89.390000,4.540000,10.610000,3.480000,0.000000,2.670000,30.400000,6.010000,25003914100
,0.000000,75,14000US25003920101,2811,2007-11,3916.000000,209.000000,2072.000000,192.000000,2072.000000,192.000000,1897.000000,193.000000,175.000000,86.000000,75,95.000000,1844.000000,189.000000,52.910000,4.010000,100.000000,0.000000,91.550000,3.850000,8.450000,4.080000,0.000000,4.580000,47.090000,4.120000,25003920101
,0.000000,76,14000US25003920102,2812,2007-11,2776.000000,227.000000,1202.000000,209.000000,1202.000000,209.000000,1089.000000,183.000000,113.000000,99.000000,76,95.000000,1574.000000,240.000000,43.300000,6.640000,100.000000,0.000000,90.600000,21.910000,9.400000,8.070000,0.000000,7.900000,56.700000,7.300000,25003920102
,0.000000,77,14000US25003921300,2813,2007-11,4703.000000,365.000000,2495.000000,351.000000,2495.000000,351.000000,2215.000000,305.000000,280.000000,119.000000,77,95.000000,2208.000000,375.000000,53.050000,6.220000,100.000000,0.000000,88.780000,17.480000,11.220000,4.500000,0.000000,3.810000,46.950000,7.090000,25003921300
,0.000000,78,14000US25003921400,2814,2007-11,1462.000000,171.000000,923.000000,146.000000,923.000000,146.000000,751.000000,166.000000,172.000000,91.000000,78,95.000000,539.000000,120.000000,63.130000,6.720000,100.000000,0.000000,81.370000,12.560000,18.630000,9.410000,0.000000,10.290000,36.870000,6.980000,25003921400
,0.000000,79,14000US25003921500,2815,2007-11,2405.000000,228.000000,1563.000000,228.000000,1563.000000,228.000000,1374.000000,217.000000,189.000000,88.000000,79,95.000000,842.000000,154.000000,64.990000,7.210000,100.000000,0.000000,87.910000,5.320000,12.090000,5.350000,0.000000,6.080000,35.010000,5.480000,25003921500
,0.000000,80,14000US25003922100,2816,2007-11,2104.000000,158.000000,1293.000000,163.000000,1293.000000,163.000000,1197.000000,154.000000,96.000000,66.000000,80,95.000000,811.000000,126.000000,61.450000,6.220000,100.000000,0.000000,92.580000,2.380000,7.420000,5.020000,0.000000,7.350000,38.550000,5.240000,25003922100
,13.000000,81,14000US25003922200,2817,2007-11,3033.000000,272.000000,2055.000000,240.000000,2042.000000,242.000000,1781.000000,173.000000,261.000000,123.000000,81,18.000000,978.000000,157.000000,67.750000,5.070000,99.370000,2.000000,87.220000,13.360000,12.780000,5.830000,0.630000,0.870000,32.250000,4.290000,25003922200
,0.000000,82,14000US25003922300,2818,2007-11,1758.000000,202.000000,1225.000000,214.000000,1225.000000,214.000000,1062.000000,200.000000,163.000000,66.000000,82,95.000000,533.000000,92.000000,69.680000,9.170000,100.000000,0.000000,86.690000,6.100000,13.310000,4.860000,0.000000,7.760000,30.320000,3.910000,25003922300
,0.000000,83,14000US25003923100,2819,2007-11,2729.000000,110.000000,2063.000000,183.000000,2063.000000,183.000000,1925.000000,176.000000,138.000000,61.000000,83,95.000000,666.000000,160.000000,75.600000,5.970000,100.000000,0.000000,93.310000,2.070000,6.690000,2.900000,0.000000,4.600000,24.400000,5.780000,25003923100
,8.000000,84,14000US25003924100,2820,2007-11,1488.000000,205.000000,777.000000,136.000000,769.000000,138.000000,712.000000,143.000000,57.000000,38.000000,84,14.000000,711.000000,184.000000,52.220000,5.640000,98.970000,3.920000,92.590000,8.350000,7.410000,4.760000,1.030000,1.790000,47.780000,10.470000,25003924100
,0.000000,85,14000US25003925100,2821,2007-11,6235.000000,205.000000,3948.000000,320.000000,3948.000000,320.000000,3751.000000,344.000000,197.000000,100.000000,85,95.000000,2287.000000,279.000000,63.320000,4.690000,100.000000,0.000000,95.010000,4.080000,4.990000,2.500000,0.000000,2.410000,36.680000,4.310000,25003925100
,0.000000,86,14000US25003926100,2822,2007-11,2722.000000,94.000000,1814.000000,131.000000,1814.000000,131.000000,1788.000000,129.000000,26.000000,28.000000,86,95.000000,908.000000,151.000000,66.640000,4.230000,100.000000,0.000000,98.570000,10.060000,1.430000,1.540000,0.000000,5.240000,33.360000,5.430000,25003926100
